# ESTIMATE - modelled, not measured. See estimate_monthly_by_country.py.
# Annual per-country estimate spread over months by the city's REAL monthly foreign curve (Tempo TUR104F).
# Country mix is constant within a year; only the month-shape is real.
city,year,month,country,estimated_foreign_arrivals
Sibiu,2022,06,Hungary,396
Sibiu,2022,07,Hungary,589
Sibiu,2022,08,Hungary,675
Sibiu,2022,09,Hungary,497
Sibiu,2022,10,Hungary,383
Sibiu,2022,11,Hungary,232
Sibiu,2022,12,Hungary,206
Sibiu,2022,01,France,78
Sibiu,2022,02,France,85
Sibiu,2022,03,France,132
Sibiu,2022,04,France,179
Sibiu,2022,05,France,261
Sibiu,2022,06,France,350
Sibiu,2022,07,France,519
Sibiu,2022,08,France,596
Sibiu,2022,09,France,439
Sibiu,2022,10,France,338
Sibiu,2022,11,France,205
Sibiu,2022,12,France,182
Sibiu,2022,01,Ukraine,74
Sibiu,2022,02,Ukraine,80
Sibiu,2022,03,Ukraine,124
Sibiu,2022,04,Ukraine,168
Sibiu,2022,05,Ukraine,245
Sibiu,2022,06,Ukraine,329
Sibiu,2022,07,Ukraine,489
Sibiu,2022,08,Ukraine,561
Sibiu,2022,09,Ukraine,413
Sibiu,2022,10,Ukraine,318
Sibiu,2022,11,Ukraine,193
Sibiu,2022,12,Ukraine,171
Sibiu,2022,01,Moldova,71
Sibiu,2022,02,Moldova,77
Sibiu,2022,03,Moldova,119
Sibiu,2022,04,Moldova,162
Sibiu,2022,05,Moldova,236
Sibiu,2022,06,Moldova,316
Sibiu,2022,07,Moldova,469
Sibiu,2022,08,Moldova,539
Sibiu,2022,09,Moldova,397
Sibiu,2022,10,Moldova,305
Sibiu,2022,11,Moldova,185
Sibiu,2022,12,Moldova,164
Sibiu,2022,01,Bulgaria,68
Sibiu,2022,02,Bulgaria,73
Sibiu,2022,03,Bulgaria,114
Sibiu,2022,04,Bulgaria,155
Sibiu,2022,05,Bulgaria,225
Sibiu,2022,06,Bulgaria,302
Sibiu,2022,07,Bulgaria,449
Sibiu,2022,08,Bulgaria,515
Sibiu,2022,09,Bulgaria,379
Sibiu,2022,10,Bulgaria,292
Sibiu,2022,11,Bulgaria,177
Sibiu,2022,12,Bulgaria,157
Sibiu,2022,01,Turkey,48
Sibiu,2022,02,Turkey,51
Sibiu,2022,03,Turkey,80
Sibiu,2022,04,Turkey,108
Sibiu,2022,05,Turkey,158
Sibiu,2022,06,Turkey,212
Sibiu,2022,07,Turkey,315
Sibiu,2022,08,Turkey,362
Sibiu,2022,09,Turkey,266
Sibiu,2022,10,Turkey,205
Sibiu,2022,11,Turkey,124
Sibiu,2022,12,Turkey,110
Sibiu,2022,01,Greece,43
Sibiu,2022,02,Greece,46
Sibiu,2022,03,Greece,72
Sibiu,2022,04,Greece,97
Sibiu,2022,05,Greece,142
Sibiu,2022,06,Greece,191
Sibiu,2022,07,Greece,283
Sibiu,2022,08,Greece,325
Sibiu,2022,09,Greece,239
Sibiu,2022,10,Greece,184
Sibiu,2022,11,Greece,112
Sibiu,2022,12,Greece,99
Sibiu,2022,01,Netherlands,42
Sibiu,2022,02,Netherlands,46
Sibiu,2022,03,Netherlands,71
Sibiu,2022,04,Netherlands,96
Sibiu,2022,05,Netherlands,141
Sibiu,2022,06,Netherlands,189
Sibiu,2022,07,Netherlands,280
Sibiu,2022,08,Netherlands,322
Sibiu,2022,09,Netherlands,237
Sibiu,2022,10,Netherlands,182
Sibiu,2022,11,Netherlands,110
Sibiu,2022,12,Netherlands,98
Sibiu,2022,01,Austria,38
Sibiu,2022,02,Austria,41
Sibiu,2022,03,Austria,64
Sibiu,2022,04,Austria,86
Sibiu,2022,05,Austria,126
Sibiu,2022,06,Austria,169
Sibiu,2022,07,Austria,251
Sibiu,2022,08,Austria,287
Sibiu,2022,09,Austria,212
Sibiu,2022,10,Austria,163
Sibiu,2022,11,Austria,99
Sibiu,2022,12,Austria,88
Sibiu,2022,01,China,28
Sibiu,2022,02,China,30
Sibiu,2022,03,China,46
Sibiu,2022,04,China,63
Sibiu,2022,05,China,92
Sibiu,2022,06,China,123
Sibiu,2022,07,China,183
Sibiu,2022,08,China,210
Sibiu,2022,09,China,155
Sibiu,2022,10,China,119
Sibiu,2022,11,China,72
Sibiu,2022,12,China,64
Sibiu,2022,01,Serbia,27
Sibiu,2022,02,Serbia,30
Sibiu,2022,03,Serbia,46
Sibiu,2022,04,Serbia,62
Sibiu,2022,05,Serbia,91
Sibiu,2022,06,Serbia,122
Sibiu,2022,07,Serbia,181
Sibiu,2022,08,Serbia,207
Sibiu,2022,09,Serbia,153
Sibiu,2022,10,Serbia,118
Sibiu,2022,11,Serbia,71
Sibiu,2022,12,Serbia,63
Sibiu,2022,01,Belgium,25
Sibiu,2022,02,Belgium,27
Sibiu,2022,03,Belgium,42
Sibiu,2022,04,Belgium,57
Sibiu,2022,05,Belgium,83
Sibiu,2022,06,Belgium,111
Sibiu,2022,07,Belgium,165
Sibiu,2022,08,Belgium,190
Sibiu,2022,09,Belgium,140
Sibiu,2022,10,Belgium,108
Sibiu,2022,11,Belgium,65
Sibiu,2022,12,Belgium,58
Sibiu,2022,01,Switzerland,22
Sibiu,2022,02,Switzerland,24
Sibiu,2022,03,Switzerland,38
Sibiu,2022,04,Switzerland,51
Sibiu,2022,05,Switzerland,75
Sibiu,2022,06,Switzerland,100
Sibiu,2022,07,Switzerland,149
Sibiu,2022,08,Switzerland,171
Sibiu,2022,09,Switzerland,126
Sibiu,2022,10,Switzerland,97
Sibiu,2022,11,Switzerland,59
Sibiu,2022,12,Switzerland,52
Sibiu,2023,01,Other countries,603
Sibiu,2023,02,Other countries,548
Sibiu,2023,03,Other countries,843
Sibiu,2023,04,Other countries,1357
Sibiu,2023,05,Other countries,2003
Sibiu,2023,06,Other countries,2442
Sibiu,2023,07,Other countries,3409
Sibiu,2023,08,Other countries,3564
Sibiu,2023,09,Other countries,2771
Sibiu,2023,10,Other countries,2123
Sibiu,2023,11,Other countries,1185
Sibiu,2023,12,Other countries,866
Sibiu,2023,01,Germany,568
Sibiu,2023,02,Germany,517
Sibiu,2023,03,Germany,795
Sibiu,2023,04,Germany,1280
Sibiu,2023,05,Germany,1889
Sibiu,2023,06,Germany,2303
Sibiu,2023,07,Germany,3214
Sibiu,2023,08,Germany,3361
Sibiu,2023,09,Germany,2613
Sibiu,2023,10,Germany,2002
Sibiu,2023,11,Germany,1117
Sibiu,2023,12,Germany,816
Sibiu,2023,01,Italy,294
Sibiu,2023,02,Italy,267
Sibiu,2023,03,Italy,411
Sibiu,2023,04,Italy,661
Sibiu,2023,05,Italy,976
Sibiu,2023,06,Italy,1190
Sibiu,2023,07,Italy,1661
Sibiu,2023,08,Italy,1736
Sibiu,2023,09,Italy,1350
Sibiu,2023,10,Italy,1034
Sibiu,2023,11,Italy,577
Sibiu,2023,12,Italy,422
Sibiu,2023,01,Israel,237
Sibiu,2023,02,Israel,215
Sibiu,2023,03,Israel,331
Sibiu,2023,04,Israel,533
Sibiu,2023,05,Israel,787
Sibiu,2023,06,Israel,959
Sibiu,2023,07,Israel,1339
Sibiu,2023,08,Israel,1400
Sibiu,2023,09,Israel,1088
Sibiu,2023,10,Israel,834
Sibiu,2023,11,Israel,465
Sibiu,2023,12,Israel,340
Sibiu,2023,01,USA,191
Sibiu,2023,02,USA,174
Sibiu,2023,03,USA,267
Sibiu,2023,04,USA,430
Sibiu,2023,05,USA,634
Sibiu,2023,06,USA,773
Sibiu,2023,07,USA,1079
Sibiu,2023,08,USA,1128
Sibiu,2023,09,USA,877
Sibiu,2023,10,USA,672
Sibiu,2023,11,USA,375
Sibiu,2023,12,USA,274
Sibiu,2023,01,United Kingdom,190
Sibiu,2023,02,United Kingdom,173
Sibiu,2023,03,United Kingdom,265
Sibiu,2023,04,United Kingdom,427
Sibiu,2023,05,United Kingdom,630
Sibiu,2023,06,United Kingdom,769
Sibiu,2023,07,United Kingdom,1073
Sibiu,2023,08,United Kingdom,1122
Sibiu,2023,09,United Kingdom,872
Sibiu,2023,10,United Kingdom,668
Sibiu,2023,11,United Kingdom,373
Sibiu,2023,12,United Kingdom,272
Sibiu,2023,01,Spain,159
Sibiu,2023,02,Spain,145
Sibiu,2023,03,Spain,223
Sibiu,2023,04,Spain,359
Sibiu,2023,05,Spain,530
Sibiu,2023,06,Spain,646
Sibiu,2023,07,Spain,902
Sibiu,2023,08,Spain,943
Sibiu,2023,09,Spain,733
Sibiu,2023,10,Spain,562
Sibiu,2023,11,Spain,313
Sibiu,2023,12,Spain,229
Sibiu,2023,01,Poland,158
Sibiu,2023,02,Poland,144
Sibiu,2023,03,Poland,221
Sibiu,2023,04,Poland,355
Sibiu,2023,05,Poland,524
Sibiu,2023,06,Poland,639
Sibiu,2023,07,Poland,892
Sibiu,2023,08,Poland,933
Sibiu,2023,09,Poland,725
Sibiu,2023,10,Poland,556
Sibiu,2023,11,Poland,310
Sibiu,2023,12,Poland,227
Sibiu,2023,01,Hungary,154
Sibiu,2023,02,Hungary,140
Sibiu,2023,03,Hungary,216
Sibiu,2023,04,Hungary,347
Sibiu,2023,05,Hungary,512
Sibiu,2023,06,Hungary,625
Sibiu,2023,07,Hungary,872
Sibiu,2023,08,Hungary,912
Sibiu,2023,09,Hungary,709
Sibiu,2023,10,Hungary,543
Sibiu,2023,11,Hungary,303
Sibiu,2023,12,Hungary,221
Sibiu,2023,01,France,136
Sibiu,2023,02,France,124
Sibiu,2023,03,France,190
Sibiu,2023,04,France,306
Sibiu,2023,05,France,452
Sibiu,2023,06,France,551
Sibiu,2023,07,France,769
Sibiu,2023,08,France,804
Sibiu,2023,09,France,625
Sibiu,2023,10,France,479
Sibiu,2023,11,France,267
Sibiu,2023,12,France,195
Sibiu,2023,01,Ukraine,128
Sibiu,2023,02,Ukraine,117
Sibiu,2023,03,Ukraine,179
Sibiu,2023,04,Ukraine,289
Sibiu,2023,05,Ukraine,426
Sibiu,2023,06,Ukraine,519
Sibiu,2023,07,Ukraine,725
Sibiu,2023,08,Ukraine,758
Sibiu,2023,09,Ukraine,589
Sibiu,2023,10,Ukraine,451
Sibiu,2023,11,Ukraine,252
Sibiu,2023,12,Ukraine,184
Sibiu,2023,01,Moldova,123
Sibiu,2023,02,Moldova,112
Sibiu,2023,03,Moldova,172
Sibiu,2023,04,Moldova,277
Sibiu,2023,05,Moldova,409
Sibiu,2023,06,Moldova,498
Sibiu,2023,07,Moldova,695
Sibiu,2023,08,Moldova,727
Sibiu,2023,09,Moldova,565
Sibiu,2023,10,Moldova,433
Sibiu,2023,11,Moldova,242
Sibiu,2023,12,Moldova,177
Sibiu,2023,01,Bulgaria,118
Sibiu,2023,02,Bulgaria,107
Sibiu,2023,03,Bulgaria,164
Sibiu,2023,04,Bulgaria,265
Sibiu,2023,05,Bulgaria,391
Sibiu,2023,06,Bulgaria,476
Sibiu,2023,07,Bulgaria,665
Sibiu,2023,08,Bulgaria,695
Sibiu,2023,09,Bulgaria,541
Sibiu,2023,10,Bulgaria,414
Sibiu,2023,11,Bulgaria,231
Sibiu,2023,12,Bulgaria,169
Sibiu,2023,01,Turkey,82
Sibiu,2023,02,Turkey,75
Sibiu,2023,03,Turkey,115
Sibiu,2023,04,Turkey,186
Sibiu,2023,05,Turkey,274
Sibiu,2023,06,Turkey,334
Sibiu,2023,07,Turkey,467
Sibiu,2023,08,Turkey,488
Sibiu,2023,09,Turkey,379
Sibiu,2023,10,Turkey,291
Sibiu,2023,11,Turkey,162
Sibiu,2023,12,Turkey,118
Sibiu,2023,01,Greece,74
Sibiu,2023,02,Greece,67
Sibiu,2023,03,Greece,104
Sibiu,2023,04,Greece,167
Sibiu,2023,05,Greece,247
Sibiu,2023,06,Greece,301
Sibiu,2023,07,Greece,419
Sibiu,2023,08,Greece,439
Sibiu,2023,09,Greece,341
Sibiu,2023,10,Greece,261
Sibiu,2023,11,Greece,146
Sibiu,2023,12,Greece,107
Sibiu,2023,01,Netherlands,73
Sibiu,2023,02,Netherlands,67
Sibiu,2023,03,Netherlands,103
Sibiu,2023,04,Netherlands,165
Sibiu,2023,05,Netherlands,244
Sibiu,2023,06,Netherlands,297
Sibiu,2023,07,Netherlands,415
Sibiu,2023,08,Netherlands,434
Sibiu,2023,09,Netherlands,338
Sibiu,2023,10,Netherlands,259
Sibiu,2023,11,Netherlands,144
Sibiu,2023,12,Netherlands,105
Sibiu,2023,01,Austria,66
Sibiu,2023,02,Austria,60
Sibiu,2023,03,Austria,92
Sibiu,2023,04,Austria,148
Sibiu,2023,05,Austria,218
Sibiu,2023,06,Austria,266
Sibiu,2023,07,Austria,371
Sibiu,2023,08,Austria,388
Sibiu,2023,09,Austria,302
Sibiu,2023,10,Austria,231
Sibiu,2023,11,Austria,129
Sibiu,2023,12,Austria,94
Sibiu,2023,01,China,48
Sibiu,2023,02,China,44
Sibiu,2023,03,China,67
Sibiu,2023,04,China,108
Sibiu,2023,05,China,159
Sibiu,2023,06,China,194
Sibiu,2023,07,China,271
Sibiu,2023,08,China,283
Sibiu,2023,09,China,220
Sibiu,2023,10,China,169
Sibiu,2023,11,China,94
Sibiu,2023,12,China,69
Sibiu,2023,01,Serbia,47
Sibiu,2023,02,Serbia,43
Sibiu,2023,03,Serbia,66
Sibiu,2023,04,Serbia,107
Sibiu,2023,05,Serbia,157
Sibiu,2023,06,Serbia,192
Sibiu,2023,07,Serbia,268
Sibiu,2023,08,Serbia,280
Sibiu,2023,09,Serbia,218
Sibiu,2023,10,Serbia,167
Sibiu,2023,11,Serbia,93
Sibiu,2023,12,Serbia,68
Sibiu,2023,01,Belgium,43
Sibiu,2023,02,Belgium,39
Sibiu,2023,03,Belgium,61
Sibiu,2023,04,Belgium,98
Sibiu,2023,05,Belgium,144
Sibiu,2023,06,Belgium,176
Sibiu,2023,07,Belgium,245
Sibiu,2023,08,Belgium,256
Sibiu,2023,09,Belgium,199
Sibiu,2023,10,Belgium,153
Sibiu,2023,11,Belgium,85
Sibiu,2023,12,Belgium,62
Sibiu,2023,01,Switzerland,39
Sibiu,2023,02,Switzerland,35
Sibiu,2023,03,Switzerland,54
Sibiu,2023,04,Switzerland,88
Sibiu,2023,05,Switzerland,130
Sibiu,2023,06,Switzerland,158
Sibiu,2023,07,Switzerland,220
Sibiu,2023,08,Switzerland,230
Sibiu,2023,09,Switzerland,179
Sibiu,2023,10,Switzerland,137
Sibiu,2023,11,Switzerland,77
Sibiu,2023,12,Switzerland,56
Sibiu,2024,01,Other countries,716
Sibiu,2024,02,Other countries,899
Sibiu,2024,03,Other countries,1084
Sibiu,2024,04,Other countries,1490
Sibiu,2024,05,Other countries,2348
Sibiu,2024,06,Other countries,2555
Sibiu,2024,07,Other countries,3653
Sibiu,2024,08,Other countries,4327
Sibiu,2024,09,Other countries,3141
Sibiu,2024,10,Other countries,2284
Sibiu,2024,11,Other countries,1395
Sibiu,2024,12,Other countries,1209
Sibiu,2024,01,Germany,644
Sibiu,2024,02,Germany,809
Sibiu,2024,03,Germany,976
Sibiu,2024,04,Germany,1341
Sibiu,2024,05,Germany,2114
Sibiu,2024,06,Germany,2300
Sibiu,2024,07,Germany,3289
Sibiu,2024,08,Germany,3896
Sibiu,2024,09,Germany,2828
Sibiu,2024,10,Germany,2056
Sibiu,2024,11,Germany,1256
Sibiu,2024,12,Germany,1089
Sibiu,2024,01,Italy,347
Sibiu,2024,02,Italy,436
Sibiu,2024,03,Italy,526
Sibiu,2024,04,Italy,722
Sibiu,2024,05,Italy,1139
Sibiu,2024,06,Italy,1239
Sibiu,2024,07,Italy,1771
Sibiu,2024,08,Italy,2098
Sibiu,2024,09,Italy,1523
Sibiu,2024,10,Italy,1107
Sibiu,2024,11,Italy,677
Sibiu,2024,12,Italy,587
Sibiu,2024,01,Israel,246
Sibiu,2024,02,Israel,309
Sibiu,2024,03,Israel,373
Sibiu,2024,04,Israel,513
Sibiu,2024,05,Israel,808
Sibiu,2024,06,Israel,879
Sibiu,2024,07,Israel,1257
Sibiu,2024,08,Israel,1489
Sibiu,2024,09,Israel,1081
Sibiu,2024,10,Israel,786
Sibiu,2024,11,Israel,480
Sibiu,2024,12,Israel,416
Sibiu,2024,01,USA,227
Sibiu,2024,02,USA,284
Sibiu,2024,03,USA,343
Sibiu,2024,04,USA,471
Sibiu,2024,05,USA,743
Sibiu,2024,06,USA,809
Sibiu,2024,07,USA,1156
Sibiu,2024,08,USA,1369
Sibiu,2024,09,USA,994
Sibiu,2024,10,USA,723
Sibiu,2024,11,USA,442
Sibiu,2024,12,USA,383
Sibiu,2024,01,United Kingdom,225
Sibiu,2024,02,United Kingdom,283
Sibiu,2024,03,United Kingdom,341
Sibiu,2024,04,United Kingdom,469
Sibiu,2024,05,United Kingdom,739
Sibiu,2024,06,United Kingdom,804
Sibiu,2024,07,United Kingdom,1150
Sibiu,2024,08,United Kingdom,1362
Sibiu,2024,09,United Kingdom,988
Sibiu,2024,10,United Kingdom,719
Sibiu,2024,11,United Kingdom,439
Sibiu,2024,12,United Kingdom,381
Sibiu,2024,01,Spain,189
Sibiu,2024,02,Spain,238
Sibiu,2024,03,Spain,287
Sibiu,2024,04,Spain,394
Sibiu,2024,05,Spain,621
Sibiu,2024,06,Spain,676
Sibiu,2024,07,Spain,966
Sibiu,2024,08,Spain,1145
Sibiu,2024,09,Spain,831
Sibiu,2024,10,Spain,604
Sibiu,2024,11,Spain,369
Sibiu,2024,12,Spain,320
Sibiu,2024,01,Poland,187
Sibiu,2024,02,Poland,235
Sibiu,2024,03,Poland,284
Sibiu,2024,04,Poland,390
Sibiu,2024,05,Poland,615
Sibiu,2024,06,Poland,669
Sibiu,2024,07,Poland,956
Sibiu,2024,08,Poland,1133
Sibiu,2024,09,Poland,822
Sibiu,2024,10,Poland,598
Sibiu,2024,11,Poland,365
Sibiu,2024,12,Poland,317
Sibiu,2024,01,Hungary,183
Sibiu,2024,02,Hungary,230
Sibiu,2024,03,Hungary,277
Sibiu,2024,04,Hungary,381
Sibiu,2024,05,Hungary,601
Sibiu,2024,06,Hungary,653
Sibiu,2024,07,Hungary,934
Sibiu,2024,08,Hungary,1107
Sibiu,2024,09,Hungary,803
Sibiu,2024,10,Hungary,584
Sibiu,2024,11,Hungary,357
Sibiu,2024,12,Hungary,309
Sibiu,2024,01,France,161
Sibiu,2024,02,France,203
Sibiu,2024,03,France,245
Sibiu,2024,04,France,336
Sibiu,2024,05,France,530
Sibiu,2024,06,France,576
Sibiu,2024,07,France,824
Sibiu,2024,08,France,976
Sibiu,2024,09,France,709
Sibiu,2024,10,France,515
Sibiu,2024,11,France,315
Sibiu,2024,12,France,273
Sibiu,2024,01,Ukraine,152
Sibiu,2024,02,Ukraine,191
Sibiu,2024,03,Ukraine,230
Sibiu,2024,04,Ukraine,317
Sibiu,2024,05,Ukraine,499
Sibiu,2024,06,Ukraine,543
Sibiu,2024,07,Ukraine,776
Sibiu,2024,08,Ukraine,920
Sibiu,2024,09,Ukraine,668
Sibiu,2024,10,Ukraine,485
Sibiu,2024,11,Ukraine,297
Sibiu,2024,12,Ukraine,257
Sibiu,2024,01,Moldova,146
Sibiu,2024,02,Moldova,183
Sibiu,2024,03,Moldova,221
Sibiu,2024,04,Moldova,304
Sibiu,2024,05,Moldova,479
Sibiu,2024,06,Moldova,521
Sibiu,2024,07,Moldova,745
Sibiu,2024,08,Moldova,883
Sibiu,2024,09,Moldova,641
Sibiu,2024,10,Moldova,466
Sibiu,2024,11,Moldova,285
Sibiu,2024,12,Moldova,247
Sibiu,2024,01,Bulgaria,140
Sibiu,2024,02,Bulgaria,175
Sibiu,2024,03,Bulgaria,211
Sibiu,2024,04,Bulgaria,291
Sibiu,2024,05,Bulgaria,458
Sibiu,2024,06,Bulgaria,498
Sibiu,2024,07,Bulgaria,713
Sibiu,2024,08,Bulgaria,844
Sibiu,2024,09,Bulgaria,613
Sibiu,2024,10,Bulgaria,446
Sibiu,2024,11,Bulgaria,272
Sibiu,2024,12,Bulgaria,236
Sibiu,2024,01,Turkey,98
Sibiu,2024,02,Turkey,123
Sibiu,2024,03,Turkey,148
Sibiu,2024,04,Turkey,204
Sibiu,2024,05,Turkey,321
Sibiu,2024,06,Turkey,350
Sibiu,2024,07,Turkey,500
Sibiu,2024,08,Turkey,592
Sibiu,2024,09,Turkey,430
Sibiu,2024,10,Turkey,313
Sibiu,2024,11,Turkey,191
Sibiu,2024,12,Turkey,166
Sibiu,2024,01,Greece,88
Sibiu,2024,02,Greece,111
Sibiu,2024,03,Greece,133
Sibiu,2024,04,Greece,183
Sibiu,2024,05,Greece,289
Sibiu,2024,06,Greece,314
Sibiu,2024,07,Greece,450
Sibiu,2024,08,Greece,532
Sibiu,2024,09,Greece,387
Sibiu,2024,10,Greece,281
Sibiu,2024,11,Greece,172
Sibiu,2024,12,Greece,149
Sibiu,2024,01,Netherlands,87
Sibiu,2024,02,Netherlands,110
Sibiu,2024,03,Netherlands,132
Sibiu,2024,04,Netherlands,181
Sibiu,2024,05,Netherlands,286
Sibiu,2024,06,Netherlands,311
Sibiu,2024,07,Netherlands,445
Sibiu,2024,08,Netherlands,527
Sibiu,2024,09,Netherlands,383
Sibiu,2024,10,Netherlands,278
Sibiu,2024,11,Netherlands,170
Sibiu,2024,12,Netherlands,147
Sibiu,2024,01,Austria,78
Sibiu,2024,02,Austria,98
Sibiu,2024,03,Austria,118
Sibiu,2024,04,Austria,162
Sibiu,2024,05,Austria,256
Sibiu,2024,06,Austria,278
Sibiu,2024,07,Austria,398
Sibiu,2024,08,Austria,471
Sibiu,2024,09,Austria,342
Sibiu,2024,10,Austria,249
Sibiu,2024,11,Austria,152
Sibiu,2024,12,Austria,132
Sibiu,2024,01,China,57
Sibiu,2024,02,China,71
Sibiu,2024,03,China,86
Sibiu,2024,04,China,118
Sibiu,2024,05,China,187
Sibiu,2024,06,China,203
Sibiu,2024,07,China,290
Sibiu,2024,08,China,344
Sibiu,2024,09,China,250
Sibiu,2024,10,China,181
Sibiu,2024,11,China,111
Sibiu,2024,12,China,96
Sibiu,2024,01,Serbia,56
Sibiu,2024,02,Serbia,71
Sibiu,2024,03,Serbia,85
Sibiu,2024,04,Serbia,117
Sibiu,2024,05,Serbia,184
Sibiu,2024,06,Serbia,201
Sibiu,2024,07,Serbia,287
Sibiu,2024,08,Serbia,340
Sibiu,2024,09,Serbia,247
Sibiu,2024,10,Serbia,179
Sibiu,2024,11,Serbia,110
Sibiu,2024,12,Serbia,95
Sibiu,2024,01,Belgium,51
Sibiu,2024,02,Belgium,65
Sibiu,2024,03,Belgium,78
Sibiu,2024,04,Belgium,107
Sibiu,2024,05,Belgium,169
Sibiu,2024,06,Belgium,184
Sibiu,2024,07,Belgium,263
Sibiu,2024,08,Belgium,311
Sibiu,2024,09,Belgium,226
Sibiu,2024,10,Belgium,164
Sibiu,2024,11,Belgium,100
Sibiu,2024,12,Belgium,87
Sibiu,2024,01,Switzerland,46
Sibiu,2024,02,Switzerland,58
Sibiu,2024,03,Switzerland,70
Sibiu,2024,04,Switzerland,96
Sibiu,2024,05,Switzerland,152
Sibiu,2024,06,Switzerland,165
Sibiu,2024,07,Switzerland,236
Sibiu,2024,08,Switzerland,280
Sibiu,2024,09,Switzerland,203
Sibiu,2024,10,Switzerland,148
Sibiu,2024,11,Switzerland,90
Sibiu,2024,12,Switzerland,78
Sibiu,2025,01,Other countries,772
Sibiu,2025,02,Other countries,768
Sibiu,2025,03,Other countries,1348
Sibiu,2025,04,Other countries,1879
Sibiu,2025,05,Other countries,2792
Sibiu,2025,06,Other countries,3504
Sibiu,2025,07,Other countries,3843
Sibiu,2025,08,Other countries,4795
Sibiu,2025,09,Other countries,3236
Sibiu,2025,10,Other countries,2876
Sibiu,2025,11,Other countries,1606
Sibiu,2025,12,Other countries,1535
Sibiu,2025,01,Germany,655
Sibiu,2025,02,Germany,651
Sibiu,2025,03,Germany,1143
Sibiu,2025,04,Germany,1593
Sibiu,2025,05,Germany,2367
Sibiu,2025,06,Germany,2971
Sibiu,2025,07,Germany,3258
Sibiu,2025,08,Germany,4065
Sibiu,2025,09,Germany,2743
Sibiu,2025,10,Germany,2438
Sibiu,2025,11,Germany,1361
Sibiu,2025,12,Germany,1301
Sibiu,2025,01,Italy,363
Sibiu,2025,02,Italy,361
Sibiu,2025,03,Italy,634
Sibiu,2025,04,Italy,884
Sibiu,2025,05,Italy,1313
Sibiu,2025,06,Italy,1648
Sibiu,2025,07,Italy,1807
Sibiu,2025,08,Italy,2255
Sibiu,2025,09,Italy,1522
Sibiu,2025,10,Italy,1353
Sibiu,2025,11,Italy,755
Sibiu,2025,12,Italy,722
Sibiu,2025,01,Israel,295
Sibiu,2025,02,Israel,293
Sibiu,2025,03,Israel,515
Sibiu,2025,04,Israel,717
Sibiu,2025,05,Israel,1066
Sibiu,2025,06,Israel,1337
Sibiu,2025,07,Israel,1467
Sibiu,2025,08,Israel,1830
Sibiu,2025,09,Israel,1235
Sibiu,2025,10,Israel,1098
Sibiu,2025,11,Israel,613
Sibiu,2025,12,Israel,586
Sibiu,2025,01,USA,244
Sibiu,2025,02,USA,243
Sibiu,2025,03,USA,427
Sibiu,2025,04,USA,595
Sibiu,2025,05,USA,884
Sibiu,2025,06,USA,1109
Sibiu,2025,07,USA,1216
Sibiu,2025,08,USA,1518
Sibiu,2025,09,USA,1024
Sibiu,2025,10,USA,910
Sibiu,2025,11,USA,508
Sibiu,2025,12,USA,486
Sibiu,2025,01,United Kingdom,243
Sibiu,2025,02,United Kingdom,242
Sibiu,2025,03,United Kingdom,424
Sibiu,2025,04,United Kingdom,591
Sibiu,2025,05,United Kingdom,879
Sibiu,2025,06,United Kingdom,1103
Sibiu,2025,07,United Kingdom,1209
Sibiu,2025,08,United Kingdom,1509
Sibiu,2025,09,United Kingdom,1018
Sibiu,2025,10,United Kingdom,905
Sibiu,2025,11,United Kingdom,505
Sibiu,2025,12,United Kingdom,483
Sibiu,2025,01,Spain,204
Sibiu,2025,02,Spain,203
Sibiu,2025,03,Spain,357
Sibiu,2025,04,Spain,497
Sibiu,2025,05,Spain,739
Sibiu,2025,06,Spain,927
Sibiu,2025,07,Spain,1016
Sibiu,2025,08,Spain,1268
Sibiu,2025,09,Spain,856
Sibiu,2025,10,Spain,761
Sibiu,2025,11,Spain,425
Sibiu,2025,12,Spain,406
Sibiu,2025,01,Poland,202
Sibiu,2025,02,Poland,201
Sibiu,2025,03,Poland,353
Sibiu,2025,04,Poland,492
Sibiu,2025,05,Poland,731
Sibiu,2025,06,Poland,917
Sibiu,2025,07,Poland,1006
Sibiu,2025,08,Poland,1255
Sibiu,2025,09,Poland,847
Sibiu,2025,10,Poland,753
Sibiu,2025,11,Poland,420
Sibiu,2025,12,Poland,402
Sibiu,2025,01,Hungary,198
Sibiu,2025,02,Hungary,196
Sibiu,2025,03,Hungary,345
Sibiu,2025,04,Hungary,481
Sibiu,2025,05,Hungary,714
Sibiu,2025,06,Hungary,896
Sibiu,2025,07,Hungary,983
Sibiu,2025,08,Hungary,1226
Sibiu,2025,09,Hungary,828
Sibiu,2025,10,Hungary,736
Sibiu,2025,11,Hungary,411
Sibiu,2025,12,Hungary,393
Sibiu,2025,01,France,174
Sibiu,2025,02,France,173
Sibiu,2025,03,France,304
Sibiu,2025,04,France,424
Sibiu,2025,05,France,630
Sibiu,2025,06,France,791
Sibiu,2025,07,France,867
Sibiu,2025,08,France,1082
Sibiu,2025,09,France,730
Sibiu,2025,10,France,649
Sibiu,2025,11,France,362
Sibiu,2025,12,France,346
Sibiu,2025,01,Ukraine,164
Sibiu,2025,02,Ukraine,163
Sibiu,2025,03,Ukraine,287
Sibiu,2025,04,Ukraine,399
Sibiu,2025,05,Ukraine,593
Sibiu,2025,06,Ukraine,745
Sibiu,2025,07,Ukraine,817
